ID|WHOG|WPER|REGION|N_MIEMBRO|BHCV01|BHCV02|BHCV03|BHCV04|BHCV05|BHCV06|BHCV07|BHCV08|BHCV09|BHCV10|BHCV11|BHHO01|BHHO02|BHHO03|EDAD_SEL|GRUPO_EDAD_SEL|BHCH04_SEL|SEXO_SEL|BHCH06_SEL|BHCH07_SEL|BHCH08_SEL|BHCH09_SEL|BHCH10_01_SEL|BHCH10_02_SEL|BHCH10_99_SEL|BHCH11_SEL|BHCH12_SEL|BHCH13_SEL|NIVEL_EDUCATIVO_SEL|NIVEL_EDUCATIVO_AGRUPADO|BHCH14_01_SEL|BHCH14_02_SEL|BHCH14_03_SEL|BHCH14_04_SEL|BHCH14_05_SEL|BHCH14_06_SEL|BHCH14_07_SEL|BHCH14_99_SEL|BHCH15_SEL|CANT_MIEMBROS_HOGAR|CANT_PERSONASHASTA13|CANT_PERSONAS14A64|CANT_PERSONAS65YMAS|CANT_DEMANDANTES_TOTAL|CANT_NODEMANDANTES_TOTAL|CANT_DEMANDANTES_14A64|CANT_DEMANDANTES_65YMAS|CANT_AYUDA_TOTAL|BHDC_SEL|BHDC01_01_SEL|BHDC01_02_SEL|BHDC01_03_SEL|BHDC01_04_SEL|BHDC01_05_SEL|BHDC01_06_SEL|BHDC01_07_SEL|BHDC01_08_SEL|BHDC02_01_SEL|BHDC02_02_SEL|BHDC02_03_SEL|BHDC02_04_SEL|BHDC02_05_SEL|BHDC02_06_SEL|TIPO_HOGAR_DCTOTAL|TIPO_HOGAR_DCHASTA13|TIPO_HOGAR_DC14YMAS|TIPO_HOGAR_DCAMBOS|TIPO_HOGAR_DCPOREDAD|HOGARES_AYUDAEXTERNA|CUIDADO_ESTADO|CUIDADO_MERCADO|CUIDADO_FAMILIA|CUIDADO_FAMILIA_EXTERNA|CUIDADO_HOGAR|CUIDADO_SOLO_HOGAR|CUIDADO_COMUNIDAD|BHSL01_SEL|BHSL02_SEL|BHSL03_SEL|BHSL04_SEL|BHSL05_SEL|BHSL06_SEL|BHSL07_SEL|BHSL08_SEL|BHSL09_SEL|BHSL10_SEL|BHSL11_SEL|BHSL12_SEL|CONDICION_ACTIVIDAD|CONDICION_ACTIVIDAD_AGRUPADA|BHTV01_SEL|TRABAJO_VOLUNTARIO_HOGAR|BHAH01|BHAH02_01|BHAH02_02|BHAH02_03|BHAH03|BHAH04_01|BHAH04_02|BHAH04_03|BHAH04_04|BHAH04_05|BHAH04_06|BHAH04_07|MAYORES_GERIATRICO|MAYORES_OTROHOGAR|MAYORESACARGO_TOTAL|MAYORES_CUIDADO_PAGO|BHTD01_01|BHTD01_02|BHTD01_03|BHTD01_04|BHTD01_05|T_DOMESTICO_OTROFAMILIAR|T_DOMESTICO_SINPAGO|T_DOMESTICO_PAGO|T_DOMESTICO_MIEMBROS|J_NIVEL_EDUCATIVO_AGRUPADO|J_CONDICION_ACTIVIDAD_AGRUPADA|J_CONDICION_ACTIVIDAD|J_NIVEL_EDUCATIVO|CLIMA_EDUCATIVO|TIPO_HOGAR_NUCLEAR|DIAS_SEMANA|BIUI02|DIA_SEMANA|DIA_LABORABLE|TCS_GRANGRUPO_TRABAJOTOTAL|TCS_GRANGRUPO_OCUPACIONYAUTOCONSUMO|TCS_GRANGRUPO_TNR|TCS_GRANGRUPO_PERSONALES|TCS_GRUPO_TRABAJOOCUPACION|TCS_GRUPO_DOMESTICO|TCS_GRUPO_CUIDADO|TCS_GRUPO_TNROTROSHOGARES_VOLUNTARIAS|TCS_GRUPO_VOLUNTARIAS|TCS_GRUPO_EDUCACION|TCS_GRUPO_CONVIVENCIA|TCS_GRUPO_USODEMEDIOS|TCS_GRUPO_CUIDADOPERSONAL|TCS_GRUPO_CPERSONALSINDORMIR|TCS_ACT_AUTOCONSUMO|TCS_ACT_TRABAJOOCUPACION|TCS_ACT_BUSCARTRABAJO|TCS_ACT_PASANTIANR|TCS_ACT_TRASLADOTRABAJO|TCS_ACT_PREPARARCOMIDA|TCS_ACT_LIMPIAR|TCS_ACT_LAVARPLANCHAR|TCS_ACT_REPARARLAVIVIENDA|TCS_ACT_HACERPAGOS|TCS_ACT_HACERCOMPRAS|TCS_ACT_CUIDARMASCOTAS|TCS_ACT_VOLUNTARIOCOMUNIDAD|TCS_ACT_VOLUNTARIOSFL|TCS_ACT_AYUDAFAMILIARES|TCS_ACT_AYUDANOFAMILIARES|TCS_ACT_ESTUDIAR|TCS_ACT_TRASLADOESTUDIO|TCS_ACT_REUNIRSEAMIGOS|TCS_ACT_CELEBRACIONES|TCS_ACT_ASISTIRAESPECTACULOS|TCS_ACT_ARTISTICASJUEGOS|TCS_ACT_DEPORTE|TCS_ACT_LEERLIBROS|TCS_ACT_VERTELEVISION|TCS_ACT_ESCUCHARMUSICA|TCS_ACT_USARCOMPUTADORA|TCS_ACT_USARCELULAR|TCS_ACT_HIGIENEPERSONAL|TCS_ACT_CUIDARLASALUD|TCS_ACT_TRASLADOSALUD|TCS_ACT_COMERYBEBER|TCS_ACT_DORMIR|TCS_ACT_DESCANSARYOTRAS|TCS_ACT_CUIDADO_PERSONAL_DISCAPACIDAD|TCS_ACT_CUIDADO_PERSONAL_0A13|TCS_ACT_CUIDADO_PERSONAL_14A64|TCS_ACT_CUIDADO_PERSONAL_65YMAS|TCS_ACT_CUIDADO_SALUD_DISCAPACIDAD|TCS_ACT_CUIDADO_SALUD_0A13|TCS_ACT_CUIDADO_SALUD_14A64|TCS_ACT_CUIDADO_SALUD_65YMAS|TCS_ACT_CUIDADO_TRASLADOS_DISCAPACIDAD|TCS_ACT_CUIDADO_TRASLADOS_0A13|TCS_ACT_CUIDADO_TRASLADOS_14A64|TCS_ACT_CUIDADO_TRASLADOS_65YMAS|TCS_ACT_CUIDADO_OTROS_DISCAPACIDAD|TCS_ACT_CUIDADO_OTROS_0A13|TCS_ACT_CUIDADO_OTROS_14A64|TCS_ACT_CUIDADO_OTROS_65YMAS|TCS_ACT_CUIDADO_APOYO_0A13|TSS_GRANGRUPO_TRABAJOTOTAL|TSS_GRANGRUPO_OCUPACIONYAUTOCONSUMO|TSS_GRANGRUPO_TNR|TSS_GRANGRUPO_PERSONALES|TSS_GRUPO_TRABAJOOCUPACION|TSS_GRUPO_DOMESTICO|TSS_GRUPO_CUIDADO|TSS_GRUPO_TNROTROSHOGARES_VOLUNTARIAS|TSS_GRUPO_VOLUNTARIAS|TSS_GRUPO_EDUCACION|TSS_GRUPO_CONVIVENCIA|TSS_GRUPO_USODEMEDIOS|TSS_GRUPO_CUIDADOPERSONAL|TSS_GRUPO_CPERSONALSINDORMIR|TSS_ACT_AUTOCONSUMO|TSS_ACT_TRABAJOOCUPACION|TSS_ACT_BUSCARTRABAJO|TSS_ACT_PASANTIANR|TSS_ACT_TRASLADOTRABAJO|TSS_GRUPO_PREPARARCOMIDA|TSS_ACT_LIMPIAR|TSS_ACT_LAVARPLANCHAR|TSS_ACT_REPARARLAVIVIENDA|TSS_ACT_HACERPAGOS|TSS_ACT_HACERCOMPRAS|TSS_ACT_CUIDARMASCOTAS|TSS_ACT_VOLUNTARIOCOMUNIDAD|TSS_ACT_VOLUNTARIOSFL|TSS_ACT_AYUDAFAMILIARES|TSS_ACT_AYUDANOFAMILIARES|TSS_ACT_ESTUDIAR|TSS_ACT_TRASLADOESTUDIO|TSS_ACT_REUNIRSEAMIGOS|TSS_ACT_CELEBRACIONES|TSS_ACT_ASISTIRAESPECTACULOS|TSS_ACT_ARTISTICASJUEGOS|TSS_ACT_DEPORTE|TSS_ACT_LEERLIBROS|TSS_ACT_VERTELEVISION|TSS_ACT_ESCUCHARMUSICA|TSS_ACT_USARCOMPUTADORA|TSS_ACT_USARCELULAR|TSS_ACT_HIGIENEPERSONAL|TSS_ACT_CUIDARLASALUD|TSS_ACT_TRASLADOSALUD|TSS_ACT_COMERYBEBER|TSS_ACT_DORMIR|TSS_ACT_DESCANSARYOTRAS|TSS_ACT_CUIDADO_PERSONAL_DISCAPACIDAD|TSS_ACT_CUIDADO_PERSONAL_0A13|TSS_ACT_CUIDADO_PERSONAL_14A64|TSS_ACT_CUIDADO_PERSONAL_65YMAS|TSS_ACT_CUIDADO_SALUD_DISCAPACIDAD|TSS_ACT_CUIDADO_SALUD_0A13|TSS_ACT_CUIDADO_SALUD_14A64|TSS_ACT_CUIDADO_SALUD_65YMAS|TSS_ACT_CUIDADO_TRASLADOS_DISCAPACIDAD|TSS_ACT_CUIDADO_TRASLADOS_0A13|TSS_ACT_CUIDADO_TRASLADOS_14A64|TSS_ACT_CUIDADO_TRASLADOS_65YMAS|TSS_ACT_CUIDADO_OTROS_DISCAPACIDAD|TSS_ACT_CUIDADO_OTROS_0A13|TSS_ACT_CUIDADO_OTROS_14A64|TSS_ACT_CUIDADO_OTROS_65YMAS|TSS_ACT_CUIDADO_APOYO_0A13|TP_GRANGRUPO_TRABAJOTOTAL|TP_GRANGRUPO_OCUPACIONYAUTOCONSUMO|TP_GRANGRUPO_TNR|TP_GRANGRUPO_PERSONALES|TP_GRUPO_TRABAJOOCUPACION|TP_GRUPO_DOMESTICO|TP_GRUPO_CUIDADO|TP_GRUPO_TNROTROSHOGARES_VOLUNTARIAS|TP_GRUPO_VOLUNTARIAS|TP_GRUPO_EDUCACION|TP_GRUPO_CONVIVENCIA|TP_GRUPO_USODEMEDIOS|TP_GRUPO_CUIDADOPERSONAL|TP_GRUPO_CPERSONALSINDORMIR|TP_ACT_AUTOCONSUMO|TP_ACT_TRABAJOOCUPACION|TP_ACT_PASANTIANR|TP_ACT_BUSCARTRABAJO|TP_ACT_TRASLADOTRABAJO|TP_ACT_PREPARARCOMIDA|TP_ACT_LIMPIAR|TP_ACT_LAVARPLANCHAR|TP_ACT_REPARARLAVIVIENDA|TP_ACT_HACERPAGOS|TP_ACT_HACERCOMPRAS|TP_ACT_CUIDARMASCOTAS|TP_ACT_VOLUNTARIOCOMUNIDAD|TP_ACT_VOLUNTARIOSFL|TP_ACT_AYUDAFAMILIARES|TP_ACT_AYUDANOFAMILIARES|TP_ACT_ESTUDIAR|TP_ACT_TRASLADOESTUDIO|TP_ACT_REUNIRSEAMIGOS|TP_ACT_CELEBRACIONES|TP_ACT_ASISTIRAESPECTACULOS|TP_ACT_ARTISTICASJUEGOS|TP_ACT_DEPORTE|TP_ACT_LEERLIBROS|TP_ACT_VERTELEVISION|TP_ACT_ESCUCHARMUSICA|TP_ACT_USARCOMPUTADORA|TP_ACT_USARCELULAR|TP_ACT_HIGIENEPERSONAL|TP_ACT_CUIDADODELASALUD|TP_ACT_TRASLADOSALUD|TP_ACT_COMERYBEBER|TP_ACT_DORMIR|TP_ACT_DESCANSARYOTRAS|TP_ACT_CUIDADO_PERSONAL_DISCAPACIDAD|TP_ACT_CUIDADO_PERSONAL_0A13|TP_ACT_CUIDADO_PERSONAL_14A64|TP_ACT_CUIDADO_PERSONAL_65YMAS|TP_ACT_CUIDADO_SALUD_DISCAPACIDAD|TP_ACT_CUIDADO_SALUD_0A13|TP_ACT_CUIDADO_SALUD_14A64|TP_ACT_CUIDADO_SALUD_65YMAS|TP_ACT_CUIDADO_TRASLADOS_DISCAPACIDAD|TP_ACT_CUIDADO_TRASLADOS_0A13|TP_ACT_CUIDADO_TRASLADOS_14A64|TP_ACT_CUIDADO_TRASLADOS_65YMAS|TP_ACT_CUIDADO_OTROS_DISCAPACIDAD|TP_ACT_CUIDADO_OTROS_0A13|TP_ACT_CUIDADO_OTROS_14A64|TP_ACT_CUIDADO_OTROS_65YMAS|TP_ACT_CUIDADO_APOYO_0A13
150922|155|535|6|1|1|3|1|2|1|1|1|1|1|1|1|||3|55|3|1|1|3|5|2|||||8|1||7|4|2|1|2|2|2|2|||2|3|0|3|0|0|3|0|0|0|0|||||||||||||||0|0|0|0||||||||||2||1|1|||||||||3|2|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|4|2|3|7|4|4|1|2|2|2|0|0|0|1500|0|0|0|0|0|0|420|170|910|220|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|210|0|0|210|0|0|60|90|0|20|0|0|0|100|690|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1440|0|0|0|0|0|0|400|160|880|190|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|190|0|0|210|0|0|60|90|0|10|0|0|0|70|690|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|1|0|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
185308|156|676|6|3|1|2|1|1|1|1|1|1|1|1|1|||2|32|3|3|2|4|6|2|||||6|1||5|3|1|2|2|2|2|2|||2|3|0|3|0|0|3|0|0|0|0|||||||||||||||0|0|0|0||||||||||1|1||||||2|2||1||1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|2|1|1|4|3|2|1|2|2|2|150|0|150|1770|0|150|0|0|0|0|480|600|690|270|0|0|0|0|0|0|0|0|0|0|0|150|0|0|0|0|0|0|480|0|0|0|0|0|110|360|120|10|30|0|0|180|420|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|150|0|150|1290|0|150|0|0|0|0|300|360|630|210|0|0|0|0|0|0|0|0|0|0|0|150|0|0|0|0|0|0|300|0|0|0|0|0|55|180|120|5|30|0|0|150|420|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
163843|141|356|6|1|1|2|1|1|1|1|1|1|1|1|1|||1|50|3|1|1|3|1|2|||||6|2|3|4|2|1|2|2|2|2|2|||2|2|0|2|0|0|2|0|0|0|0|||||||||||||||0|0|0|0||||||||||2||1|1|||||||||3|2|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|2|2|3|4|2|3|2|2|1|2|300|0|300|1290|0|300|0|0|0|0|0|630|660|150|0|0|0|0|0|60|150|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|480|150|0|0|0|0|0|150|510|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|225|0|225|1215|0|225|0|0|0|0|0|555|660|150|0|0|0|0|0|60|75|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|480|75|0|0|0|0|0|150|510|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
142607|325|1029|6|4|1|3|1|4|1|1|1|1|1|1|1|||3|21|2|3|2|4|6|2|||||6|1||5|3||||||||99|2|4|0|4|0|0|4|0|0|0|0|||||||||||||||0|0|0|0||||||||||1|1||||||1|1|2||2|1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|3|1|1|5|3|2|4|1|1|1|730|730|0|840|730|0|0|0|0|0|0|270|570|0|0|730|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|140|130|0|0|0|0|0|570|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|730|730|0|710|730|0|0|0|0|0|0|140|570|0|0|730|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|75|65|0|0|0|0|0|570|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
130137|442|913|6|1|1|4|1|2|1|1|1|1|1|1|1|||2|37|3|1|2|4|2|2|||||6|1||5|3|1|2|1|2|2|2|||2|3|1|2|0|1|2|0|0|0|0|||||||||||||||1|1|0|0|1|0|0|0|1|0|1|1|0|1|1||||||2|1|1||1|1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|3|1|1|5|4|2|6|1|1|1|700|540|160|910|540|70|90|0|0|0|30|200|680|260|0|540|0|0|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|140|60|0|0|60|0|0|140|420|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|90|670|540|130|770|540|40|90|0|0|0|30|115|625|205|0|540|0|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|85|30|0|0|60|0|0|85|420|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|90|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
192834|239|361|6|1|1|3|1|4|1|1|1|1|1|1|1|||1|50|3|1|1|4|6|2|||||9|1||7|4|1|2|2|2|2|2|||2|1|0|1|0|0|1|0|0|0|0|||||||||||||||0|0|0|0||||||||||2||5||1|||3|2||1||1|1|2|0|1|2|1|2|2||||||||2|1|1|2|2|2|2|1|2|2|2|2|1|4|1|1|7|5|1|1|1|2|1|330|0|330|1440|0|240|0|90|0|0|360|450|630|270|0|0|0|0|0|120|0|0|0|0|0|120|0|0|90|0|0|0|300|0|0|0|60|0|120|270|0|60|30|0|0|180|360|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|225|0|225|1215|0|180|0|45|0|0|360|285|570|210|0|0|0|0|0|120|0|0|0|0|0|60|0|0|45|0|0|0|300|0|0|0|60|0|120|135|0|30|30|0|0|120|360|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|1|0|0|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|1|0|0|0|1|0|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
110169|464|1031|6|5|1|4|1|4|1|1|1|1|1|1|1|||3|65|4|7|1|3|1|3||||||||1|1|2|1|2|2|2|2|||2|5|2|2|1|2|3|0|0|0|0|||||||||||||||1|1|0|0|1|0|0|0|1|0|1|1|0|2||2|3|||||||||3|2|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|4|1|1|6|2|2|4|2|1|2|60|0|60|1720|0|60|0|0|0|0|0|780|940|460|0|0|0|0|0|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|580|200|0|0|70|0|0|290|480|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|30|1410|0|30|0|0|0|0|0|575|835|355|0|0|0|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|410|165|0|0|70|0|0|185|480|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181419|391|845|6|3|1|6|1|4|1|1|1|1|1|1|1|||2|17|2|3|2|4|6|1|1|6|0||6|2|5|4|2|1|2|2|2|2|2|||2|3|0|3|0|0|3|0|0|0|0|||||||||||||||0|0|0|0||||||||||2||1|3|||||||||3|2|1|1|2||||||||||||||2||2|2|2|1|2|2|2|2|1|4|1|1|7|5|2|4|2|1|2|0|0|0|1770|0|0|0|0|0|690|90|330|660|300|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|630|60|0|0|0|0|90|0|0|60|90|180|30|0|0|180|360|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1440|0|0|0|0|0|619.998|90|154.998|574.998|214.998|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|589.998|30|0|0|0|0|90|0|0|30|45|79.998|30|0|0|94.998|360|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
143742|254|1086|6|3|1|4|1|4|1|1|1|1|1|1|1|||3|25|2|3|2|4|6|2|||||6|1||5|3|||||||98||2|3|0|3|0|0|3|0|0|0|0|||||||||||||||0|0|0|0||||||||||2||3|||1|||||||2|2|2|0|1|2|1|2|2||||||||2|1|1|2|2|2|2|1|2|2|2|2|1|3|1|1|5|3|2|4|2|1|2|380|230|150|1380|230|150|0|0|0|0|180|500|700|160|0|0|230|0|0|150|0|0|0|0|0|0|0|0|0|0|0|0|180|0|0|0|0|0|90|0|170|240|0|0|0|70|540|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|325|175|150|1115|175|150|0|0|0|0|120|340|655|115|0|0|175|0|0|150|0|0|0|0|0|0|0|0|0|0|0|0|120|0|0|0|0|0|45|0|115|180|0|0|0|70|540|45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
109533|253|1086|6|3|1|4|1|4|1|1|1|1|1|1|1|||2|23|2|3|2|4|6|2|||||6|1||5|3|||||||98||2|3|0|3|0|0|3|0|0|0|0|||||||||||||||0|0|0|0||||||||||1|1||||||3|1|2||2|1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|2|1|1|3|2|2|4|1|1|1|540|540|0|1650|540|0|0|0|0|0|0|690|960|480|0|540|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|120|300|0|270|60|0|0|300|480|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|369.999|369.999|0|1069.998|369.999|0|0|0|0|0|0|319.995|749.997|269.997|0|369.999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|49.998|144.999|0|124.998|60|0|0|159.999|480|49.998|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
126582|300|478|6|1|1|4|1|4|1|1|1|1|1|1|1|||3|35|3|1|1|3|2|2|||||8|1||7|4|1|2|2|1|2|2|||2|4|2|2|0|2|2|0|0|0|0|||||||||||||||1|1|0|0|1|0|0|0|1|0|1|1|0|1|1||||||3|2||1||1|1|1|1|2||||||||||||||2||2|2|2|1|2|2|2|2|1|4|1|1|7|4|2|4|1|1|1|780|570|210|1080|570|60|150|0|0|0|0|360|720|360|0|510|0|0|60|30|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|180|60|120|60|0|0|240|360|60|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|120|679.998|529.998|150|759.996|529.998|60|90|0|0|0|0|169.998|589.998|229.998|0|469.998|0|0|60|30|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|90|30|49.998|60|0|0|139.998|360|30|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|60|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
163621|155|239|6|1|1|4|1|4|1|1|1|1|1|1|1|||1|52|3|1|1|3|6|2|||||8|1||7|4|1|2|1|2|2|2|||2|1|0|1|0|0|1|0|0|0|0|||||||||||||||0|0|0|0||||||||||1|1||||||2|2||1||1|1|2|0|2||||||||||||||2||2|2|1|1|2|2|2|1|1|4|1|1|7|4|1|6|1|1|1|660|450|210|1030|450|210|0|0|0|0|60|280|690|230|0|390|0|0|60|30|0|60|0|0|60|60|0|0|0|0|0|0|0|0|0|0|60|0|250|0|0|30|60|0|0|110|460|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|584.999|429.999|155|854.998|429.999|155|0|0|0|0|60|164.999|629.999|169.999|0|369.999|0|0|60|15|0|30|0|0|60|50|0|0|0|0|0|0|0|0|0|0|60|0|155|0|0|9.999|60|0|0|49.999|460|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|0|0|1|1|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
156552|254|905|6|1|1|3|1|4|1|1|1|1|1|1|1|||1|52|3|1|2|4|2|2|||||8|2|4|6|4|||||||98||2|3|0|3|0|0|3|0|0|0|0|||||||||||||||0|0|0|0||||||||||1|1||||||4|1|2||2|1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|4|1|1|6|3|2|5|1|1|1|710|650|60|870|650|0|60|0|0|0|0|140|730|300|0|610|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|120|0|0|20|0|0|0|120|430|180|0|0|0|0|0|0|0|0|0|0|60|0|0|0|0|0|0|710|650|60|730|650|0|60|0|0|0|0|63.332|666.666|236.666|0|610|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|56.666|0|0|6.666|0|0|0|56.666|430|180|0|0|0|0|0|0|0|0|0|0|60|0|0|0|0|0|0|1|1|1|1|1|0|1|0|0|0|0|1|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
