ID|WHOG|WPER|REGION|N_MIEMBRO|BHCV01|BHCV02|BHCV03|BHCV04|BHCV05|BHCV06|BHCV07|BHCV08|BHCV09|BHCV10|BHCV11|BHHO01|BHHO02|BHHO03|EDAD_SEL|GRUPO_EDAD_SEL|BHCH04_SEL|SEXO_SEL|BHCH06_SEL|BHCH07_SEL|BHCH08_SEL|BHCH09_SEL|BHCH10_01_SEL|BHCH10_02_SEL|BHCH10_99_SEL|BHCH11_SEL|BHCH12_SEL|BHCH13_SEL|NIVEL_EDUCATIVO_SEL|NIVEL_EDUCATIVO_AGRUPADO|BHCH14_01_SEL|BHCH14_02_SEL|BHCH14_03_SEL|BHCH14_04_SEL|BHCH14_05_SEL|BHCH14_06_SEL|BHCH14_07_SEL|BHCH14_99_SEL|BHCH15_SEL|CANT_MIEMBROS_HOGAR|CANT_PERSONASHASTA13|CANT_PERSONAS14A64|CANT_PERSONAS65YMAS|CANT_DEMANDANTES_TOTAL|CANT_NODEMANDANTES_TOTAL|CANT_DEMANDANTES_14A64|CANT_DEMANDANTES_65YMAS|CANT_AYUDA_TOTAL|BHDC_SEL|BHDC01_01_SEL|BHDC01_02_SEL|BHDC01_03_SEL|BHDC01_04_SEL|BHDC01_05_SEL|BHDC01_06_SEL|BHDC01_07_SEL|BHDC01_08_SEL|BHDC02_01_SEL|BHDC02_02_SEL|BHDC02_03_SEL|BHDC02_04_SEL|BHDC02_05_SEL|BHDC02_06_SEL|TIPO_HOGAR_DCTOTAL|TIPO_HOGAR_DCHASTA13|TIPO_HOGAR_DC14YMAS|TIPO_HOGAR_DCAMBOS|TIPO_HOGAR_DCPOREDAD|HOGARES_AYUDAEXTERNA|CUIDADO_ESTADO|CUIDADO_MERCADO|CUIDADO_FAMILIA|CUIDADO_FAMILIA_EXTERNA|CUIDADO_HOGAR|CUIDADO_SOLO_HOGAR|CUIDADO_COMUNIDAD|BHSL01_SEL|BHSL02_SEL|BHSL03_SEL|BHSL04_SEL|BHSL05_SEL|BHSL06_SEL|BHSL07_SEL|BHSL08_SEL|BHSL09_SEL|BHSL10_SEL|BHSL11_SEL|BHSL12_SEL|CONDICION_ACTIVIDAD|CONDICION_ACTIVIDAD_AGRUPADA|BHTV01_SEL|TRABAJO_VOLUNTARIO_HOGAR|BHAH01|BHAH02_01|BHAH02_02|BHAH02_03|BHAH03|BHAH04_01|BHAH04_02|BHAH04_03|BHAH04_04|BHAH04_05|BHAH04_06|BHAH04_07|MAYORES_GERIATRICO|MAYORES_OTROHOGAR|MAYORESACARGO_TOTAL|MAYORES_CUIDADO_PAGO|BHTD01_01|BHTD01_02|BHTD01_03|BHTD01_04|BHTD01_05|T_DOMESTICO_OTROFAMILIAR|T_DOMESTICO_SINPAGO|T_DOMESTICO_PAGO|T_DOMESTICO_MIEMBROS|J_NIVEL_EDUCATIVO_AGRUPADO|J_CONDICION_ACTIVIDAD_AGRUPADA|J_CONDICION_ACTIVIDAD|J_NIVEL_EDUCATIVO|CLIMA_EDUCATIVO|TIPO_HOGAR_NUCLEAR|DIAS_SEMANA|BIUI02|DIA_SEMANA|DIA_LABORABLE|TCS_GRANGRUPO_TRABAJOTOTAL|TCS_GRANGRUPO_OCUPACIONYAUTOCONSUMO|TCS_GRANGRUPO_TNR|TCS_GRANGRUPO_PERSONALES|TCS_GRUPO_TRABAJOOCUPACION|TCS_GRUPO_DOMESTICO|TCS_GRUPO_CUIDADO|TCS_GRUPO_TNROTROSHOGARES_VOLUNTARIAS|TCS_GRUPO_VOLUNTARIAS|TCS_GRUPO_EDUCACION|TCS_GRUPO_CONVIVENCIA|TCS_GRUPO_USODEMEDIOS|TCS_GRUPO_CUIDADOPERSONAL|TCS_GRUPO_CPERSONALSINDORMIR|TCS_ACT_AUTOCONSUMO|TCS_ACT_TRABAJOOCUPACION|TCS_ACT_BUSCARTRABAJO|TCS_ACT_PASANTIANR|TCS_ACT_TRASLADOTRABAJO|TCS_ACT_PREPARARCOMIDA|TCS_ACT_LIMPIAR|TCS_ACT_LAVARPLANCHAR|TCS_ACT_REPARARLAVIVIENDA|TCS_ACT_HACERPAGOS|TCS_ACT_HACERCOMPRAS|TCS_ACT_CUIDARMASCOTAS|TCS_ACT_VOLUNTARIOCOMUNIDAD|TCS_ACT_VOLUNTARIOSFL|TCS_ACT_AYUDAFAMILIARES|TCS_ACT_AYUDANOFAMILIARES|TCS_ACT_ESTUDIAR|TCS_ACT_TRASLADOESTUDIO|TCS_ACT_REUNIRSEAMIGOS|TCS_ACT_CELEBRACIONES|TCS_ACT_ASISTIRAESPECTACULOS|TCS_ACT_ARTISTICASJUEGOS|TCS_ACT_DEPORTE|TCS_ACT_LEERLIBROS|TCS_ACT_VERTELEVISION|TCS_ACT_ESCUCHARMUSICA|TCS_ACT_USARCOMPUTADORA|TCS_ACT_USARCELULAR|TCS_ACT_HIGIENEPERSONAL|TCS_ACT_CUIDARLASALUD|TCS_ACT_TRASLADOSALUD|TCS_ACT_COMERYBEBER|TCS_ACT_DORMIR|TCS_ACT_DESCANSARYOTRAS|TCS_ACT_CUIDADO_PERSONAL_DISCAPACIDAD|TCS_ACT_CUIDADO_PERSONAL_0A13|TCS_ACT_CUIDADO_PERSONAL_14A64|TCS_ACT_CUIDADO_PERSONAL_65YMAS|TCS_ACT_CUIDADO_SALUD_DISCAPACIDAD|TCS_ACT_CUIDADO_SALUD_0A13|TCS_ACT_CUIDADO_SALUD_14A64|TCS_ACT_CUIDADO_SALUD_65YMAS|TCS_ACT_CUIDADO_TRASLADOS_DISCAPACIDAD|TCS_ACT_CUIDADO_TRASLADOS_0A13|TCS_ACT_CUIDADO_TRASLADOS_14A64|TCS_ACT_CUIDADO_TRASLADOS_65YMAS|TCS_ACT_CUIDADO_OTROS_DISCAPACIDAD|TCS_ACT_CUIDADO_OTROS_0A13|TCS_ACT_CUIDADO_OTROS_14A64|TCS_ACT_CUIDADO_OTROS_65YMAS|TCS_ACT_CUIDADO_APOYO_0A13|TSS_GRANGRUPO_TRABAJOTOTAL|TSS_GRANGRUPO_OCUPACIONYAUTOCONSUMO|TSS_GRANGRUPO_TNR|TSS_GRANGRUPO_PERSONALES|TSS_GRUPO_TRABAJOOCUPACION|TSS_GRUPO_DOMESTICO|TSS_GRUPO_CUIDADO|TSS_GRUPO_TNROTROSHOGARES_VOLUNTARIAS|TSS_GRUPO_VOLUNTARIAS|TSS_GRUPO_EDUCACION|TSS_GRUPO_CONVIVENCIA|TSS_GRUPO_USODEMEDIOS|TSS_GRUPO_CUIDADOPERSONAL|TSS_GRUPO_CPERSONALSINDORMIR|TSS_ACT_AUTOCONSUMO|TSS_ACT_TRABAJOOCUPACION|TSS_ACT_BUSCARTRABAJO|TSS_ACT_PASANTIANR|TSS_ACT_TRASLADOTRABAJO|TSS_GRUPO_PREPARARCOMIDA|TSS_ACT_LIMPIAR|TSS_ACT_LAVARPLANCHAR|TSS_ACT_REPARARLAVIVIENDA|TSS_ACT_HACERPAGOS|TSS_ACT_HACERCOMPRAS|TSS_ACT_CUIDARMASCOTAS|TSS_ACT_VOLUNTARIOCOMUNIDAD|TSS_ACT_VOLUNTARIOSFL|TSS_ACT_AYUDAFAMILIARES|TSS_ACT_AYUDANOFAMILIARES|TSS_ACT_ESTUDIAR|TSS_ACT_TRASLADOESTUDIO|TSS_ACT_REUNIRSEAMIGOS|TSS_ACT_CELEBRACIONES|TSS_ACT_ASISTIRAESPECTACULOS|TSS_ACT_ARTISTICASJUEGOS|TSS_ACT_DEPORTE|TSS_ACT_LEERLIBROS|TSS_ACT_VERTELEVISION|TSS_ACT_ESCUCHARMUSICA|TSS_ACT_USARCOMPUTADORA|TSS_ACT_USARCELULAR|TSS_ACT_HIGIENEPERSONAL|TSS_ACT_CUIDARLASALUD|TSS_ACT_TRASLADOSALUD|TSS_ACT_COMERYBEBER|TSS_ACT_DORMIR|TSS_ACT_DESCANSARYOTRAS|TSS_ACT_CUIDADO_PERSONAL_DISCAPACIDAD|TSS_ACT_CUIDADO_PERSONAL_0A13|TSS_ACT_CUIDADO_PERSONAL_14A64|TSS_ACT_CUIDADO_PERSONAL_65YMAS|TSS_ACT_CUIDADO_SALUD_DISCAPACIDAD|TSS_ACT_CUIDADO_SALUD_0A13|TSS_ACT_CUIDADO_SALUD_14A64|TSS_ACT_CUIDADO_SALUD_65YMAS|TSS_ACT_CUIDADO_TRASLADOS_DISCAPACIDAD|TSS_ACT_CUIDADO_TRASLADOS_0A13|TSS_ACT_CUIDADO_TRASLADOS_14A64|TSS_ACT_CUIDADO_TRASLADOS_65YMAS|TSS_ACT_CUIDADO_OTROS_DISCAPACIDAD|TSS_ACT_CUIDADO_OTROS_0A13|TSS_ACT_CUIDADO_OTROS_14A64|TSS_ACT_CUIDADO_OTROS_65YMAS|TSS_ACT_CUIDADO_APOYO_0A13|TP_GRANGRUPO_TRABAJOTOTAL|TP_GRANGRUPO_OCUPACIONYAUTOCONSUMO|TP_GRANGRUPO_TNR|TP_GRANGRUPO_PERSONALES|TP_GRUPO_TRABAJOOCUPACION|TP_GRUPO_DOMESTICO|TP_GRUPO_CUIDADO|TP_GRUPO_TNROTROSHOGARES_VOLUNTARIAS|TP_GRUPO_VOLUNTARIAS|TP_GRUPO_EDUCACION|TP_GRUPO_CONVIVENCIA|TP_GRUPO_USODEMEDIOS|TP_GRUPO_CUIDADOPERSONAL|TP_GRUPO_CPERSONALSINDORMIR|TP_ACT_AUTOCONSUMO|TP_ACT_TRABAJOOCUPACION|TP_ACT_PASANTIANR|TP_ACT_BUSCARTRABAJO|TP_ACT_TRASLADOTRABAJO|TP_ACT_PREPARARCOMIDA|TP_ACT_LIMPIAR|TP_ACT_LAVARPLANCHAR|TP_ACT_REPARARLAVIVIENDA|TP_ACT_HACERPAGOS|TP_ACT_HACERCOMPRAS|TP_ACT_CUIDARMASCOTAS|TP_ACT_VOLUNTARIOCOMUNIDAD|TP_ACT_VOLUNTARIOSFL|TP_ACT_AYUDAFAMILIARES|TP_ACT_AYUDANOFAMILIARES|TP_ACT_ESTUDIAR|TP_ACT_TRASLADOESTUDIO|TP_ACT_REUNIRSEAMIGOS|TP_ACT_CELEBRACIONES|TP_ACT_ASISTIRAESPECTACULOS|TP_ACT_ARTISTICASJUEGOS|TP_ACT_DEPORTE|TP_ACT_LEERLIBROS|TP_ACT_VERTELEVISION|TP_ACT_ESCUCHARMUSICA|TP_ACT_USARCOMPUTADORA|TP_ACT_USARCELULAR|TP_ACT_HIGIENEPERSONAL|TP_ACT_CUIDADODELASALUD|TP_ACT_TRASLADOSALUD|TP_ACT_COMERYBEBER|TP_ACT_DORMIR|TP_ACT_DESCANSARYOTRAS|TP_ACT_CUIDADO_PERSONAL_DISCAPACIDAD|TP_ACT_CUIDADO_PERSONAL_0A13|TP_ACT_CUIDADO_PERSONAL_14A64|TP_ACT_CUIDADO_PERSONAL_65YMAS|TP_ACT_CUIDADO_SALUD_DISCAPACIDAD|TP_ACT_CUIDADO_SALUD_0A13|TP_ACT_CUIDADO_SALUD_14A64|TP_ACT_CUIDADO_SALUD_65YMAS|TP_ACT_CUIDADO_TRASLADOS_DISCAPACIDAD|TP_ACT_CUIDADO_TRASLADOS_0A13|TP_ACT_CUIDADO_TRASLADOS_14A64|TP_ACT_CUIDADO_TRASLADOS_65YMAS|TP_ACT_CUIDADO_OTROS_DISCAPACIDAD|TP_ACT_CUIDADO_OTROS_0A13|TP_ACT_CUIDADO_OTROS_14A64|TP_ACT_CUIDADO_OTROS_65YMAS|TP_ACT_CUIDADO_APOYO_0A13
199488|1523|9185|1|3|1|3|2|4|1|1|1|1|1|1|2|||2|18|2|3|2|4|6|1|1|8|0||98|2|99|8|1|1|2|2|2|2|1|||1|4|0|4|0|1|3|1|0|1|1|2|2|2|2|1|2|2||||||||1|0|1|0|2|0|0|0|1|0|1|1|0|2||2|3|||||||||3|2|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|4|2|3|7|3|2|5|2|1|2|0|0|0|1680|0|0|0|0|0|540|210|210|720|140|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|480|60|0|0|0|210|0|0|210|0|0|0|30|0|0|110|580|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1440|0|0|0|0|0|525|105|105|705|125|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|465|60|0|0|0|105|0|0|105|0|0|0|30|0|0|95|580|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
136679|1523|3500|1|1|4|2|2|2|1|2|1|2|1|2|2|||1|68|4|1|1|3|2|2|||||4|1||3|2|2|1|2|2|2|2|||2|2|0|0|2|0|2|0|0|0|0|||||||||||||||0|0|0|0||||||||||2||1|1|||||||||3|2|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|2|2|3|3|2|3|5|2|1|2|60|0|60|1560|0|60|0|0|0|0|0|360|1200|470|0|0|0|0|0|40|0|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|360|0|0|0|50|0|0|240|730|180|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|60|0|60|1380|0|60|0|0|0|0|0|300|1080|350|0|0|0|0|0|40|0|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|300|0|0|0|50|0|0|150|730|150|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182068|1410|7030|1|1|1|4|1|1|1|1|1|1|1|1|1|||3|67|4|1|2|4|2|2|||||6|1||5|3|2|2|1|2|2|2|||2|4|0|3|1|0|4|0|0|0|0|||||||||||||||0|0|0|0||||||||||2||1|3|||||||||3|2|2|0|2||||||||||||||2||2|2|1|1|2|2|2|1|1|3|2|3|5|3|2|5|2|1|2|560|0|560|1430|0|560|0|0|0|0|120|550|760|280|0|0|0|0|0|0|0|0|240|0|80|240|0|0|0|0|0|0|0|0|0|0|120|120|310|0|120|0|30|0|0|250|480|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|320|0|320|1120|0|320|0|0|0|0|120|335|665|185|0|0|0|0|0|0|0|0|120|0|80|120|0|0|0|0|0|0|0|0|0|0|120|60|215|0|60|0|30|0|0|155|480|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
190141|1306|5755|1|1|1|3|1|1|1|1|1|1|1|1|1|||2|50|3|1|2|4|2|2|||||6|1||5|3|1|2|2|2|2|2|||2|3|0|2|1|1|2|0|1|1|0|||||||||||||||1|0|1|0|2|1|0|1|1|0|1|0|0|1|1||||||2|2||1||1|1|2|0|2||||||||||||||2||2|2|1|1|2|2|2|1|1|3|1|1|5|3|3|2|1|1|1|560|560|0|1380|560|0|0|0|0|0|0|460|920|440|0|540|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|230|0|0|230|20|0|0|420|480|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|540|540|0|900|540|0|0|0|0|0|0|153.318|746.659|266.659|0|520|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|76.659|0|0|76.659|20|0|0|246.659|480|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|0|1|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
139125|1314|1800|1|1|4|1|1|4|1|1|1|2|1|1|2|||1|53|3|1|2|4|6|1|1|||99|8|2|3|6|4|||||||98||2|1|0|1|0|0|1|0|0|0|0|||||||||||||||0|0|0|0||||||||||1|1||||||3|2||2|1|1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|4|1|1|6|4|1|2|1|1|1|640|630|10|890|630|10|0|0|0|210|0|120|560|130|0|560|0|0|70|0|10|0|0|0|0|0|0|0|0|0|160|50|0|0|0|0|0|0|90|30|0|0|20|0|0|110|430|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|635|630|5|805|630|5|0|0|0|210|0|75|520|90|0|560|0|0|70|0|5|0|0|0|0|0|0|0|0|0|160|50|0|0|0|0|0|0|60|15|0|0|20|0|0|70|430|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|1|0|1|1|1|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|1|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
161226|1299|3299|1|2|1|4|1|3|1|1|1|2|1|1|2|||1|72|4|2|2|4|2|2|||||6|1||5|3|1|2|2|2|2|2|||1|2|0|1|1|1|1|0|1|1|1|2|2|2|2|1|2|2||||||||1|0|1|0|2|0|0|0|1|0|1|1|0|1|1||||||3|1|2||1|1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|3|1|1|5|3|3|5|1|1|1|590|590|0|940|590|0|0|0|0|0|0|210|730|240|0|550|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|110|0|100|0|0|0|0|240|490|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|570|570|0|870|570|0|0|0|0|0|0|185|685|195|0|530|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|85|0|100|0|0|0|0|195|490|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|0|1|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181674|1322|9003|1|3|1|6|1|3|1|1|1|2|1|1|2|||5|36|3|3|2|4|6|2|||||9|1||7|4|1|2|2|2|2|2|||2|5|0|4|1|0|5|0|0|0|0|||||||||||||||0|0|0|0||||||||||1|1||||||3|2||1||1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|4|2|3|7|4|2|2|1|1|1|600|600|0|1030|600|0|0|0|0|0|170|140|720|250|0|540|0|0|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|170|0|100|0|0|40|60|0|0|140|470|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|575|575|0|865|575|0|0|0|0|0|170|70|625|155|0|515|0|0|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|170|0|50|0|0|20|60|0|0|70|470|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|1|1|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
108733|1429|3300|1|1|1|4|1|3|1|1|1|2|1|1|2|||1|73|4|1|2|4|1|2|||||8|1||7|4|2|2|2|2|2|2|||2|2|0|0|2|0|2|0|0|0|0|||||||||||||||0|0|0|0||||||||||1|1||||||2|1|2||2|1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|4|1|1|7|3|3|5|1|1|1|470|170|300|1050|170|300|0|0|0|0|90|250|710|180|0|130|0|0|40|70|100|0|0|0|30|100|0|0|0|0|0|0|0|0|0|0|90|0|170|80|0|0|20|0|0|160|530|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|470|170|300|970|170|300|0|0|0|0|90|210|670|140|0|130|0|0|40|70|100|0|0|0|30|100|0|0|0|0|0|0|0|0|0|0|90|0|130|80|0|0|20|0|0|120|530|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|0|0|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
101526|1508|6599|1|1|1|3|1|2|1|1|1|2|1|1|2|||2|65|4|1|2|4|2|2|||||6|1||5|3|||||||98||2|4|0|3|1|0|4|0|0|0|0|||||||||||||||0|0|0|0||||||||||2||1|1|||||||||3|2|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|3|2|3|5|3|2|5|2|1|2|380|0|380|1340|0|380|0|0|0|0|100|540|700|190|0|0|0|0|0|0|0|0|150|0|70|160|0|0|0|0|0|0|0|0|0|0|100|0|300|240|0|0|30|0|0|160|510|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|285|0|285|1155|0|285|0|0|0|0|100|400|655|145|0|0|0|0|0|0|0|0|75|0|50|160|0|0|0|0|0|0|0|0|0|0|100|0|280|120|0|0|30|0|0|115|510|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
142119|1531|7630|1|4|4|5|1|4|1|1|1|1|1|1|2|||3|17|2|3|1|3|6|1|1|5|0||6|2|3|4|2|1|2|2|2|2|2|||2|5|1|4|0|1|4|0|0|0|0|||||||||||||||1|1|0|0|1|0|0|0|1|0|1|1|0|2||1|3|||||||||3|2|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|3|1|1|5|3|2|5|2|1|2|330|0|330|2250|0|150|180|0|0|460|0|1230|560|180|0|0|0|0|0|0|150|0|0|0|0|0|0|0|0|0|420|40|0|0|0|0|0|0|60|0|150|1020|20|0|0|120|380|40|0|180|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|144.996|0|144.996|1294.992|0|75|69.996|0|0|209.996|0|594.996|490|110|0|0|0|0|0|0|75|0|0|0|0|0|0|0|0|0|189.996|20|0|0|0|0|0|0|30|0|75|489.996|20|0|0|70|380|20|0|69.996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|1|0|0|1|0|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|1|1|1|0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
173736|1859|6375|1|1|1|3|1|2|1|1|1|2|1|1|2|||2|39|3|1|1|3|1|2|||||4|1||3|2|1|2|2|2|2|2|||2|7|3|4|0|3|4|0|0|0|0|||||||||||||||1|1|0|0|1|0|0|0|1|0|1|1|0|2||1|2|||||||||3|2|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|2|2|3|3|2|2|5|2|1|2|1400|0|1400|860|0|420|980|0|0|0|0|150|710|160|0|0|0|0|0|200|170|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|150|0|0|0|10|0|0|120|550|30|0|850|0|0|0|0|0|0|0|40|0|0|0|0|0|0|90|749.998|0|749.998|689.996|0|210|539.998|0|0|0|0|64.998|624.998|74.998|0|0|0|0|0|100|85|0|0|0|25|0|0|0|0|0|0|0|0|0|0|0|0|0|64.998|0|0|0|10|0|0|49.998|550|15|0|474.998|0|0|0|0|0|0|0|20|0|0|0|0|0|0|45|1|0|1|1|0|1|1|0|0|0|0|1|1|1|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|1|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
152187|1518|4803|1|1|1|4|1|2|1|2|1|1|1|1|2|||2|38|3|1|2|4|1|2|||||6|1||5|3|1|2|2|2|2|2|||2|4|1|3|0|1|3|0|0|0|0|||||||||||||||1|1|0|0|1|0|0|0|1|0|1|1|0|1|1||||||2|2||1||1|1|2|0|2||||||||||||||2||2|2|2|1|2|2|2|2|1|3|1|1|5|3|2|1|1|2|1|790|790|0|800|790|0|0|0|0|0|0|90|710|200|0|750|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|90|0|0|0|10|0|0|190|510|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|745|745|0|695|745|0|0|0|0|0|0|60|635|125|0|705|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|60|0|0|0|10|0|0|115|510|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|0|1|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
180663|1155|2934|1|1|1|2|1|4|1|1|1|1|1|1|1|||1|66|4|1|2|4|2|2|||||4|1||3|2|||||||98||2|2|0|1|1|0|2|0|0|0|0|||||||||||||||0|0|0|0||||||||||1|1||||||2|1|1||1|1|1|2|0|2||||||||||||||2||1|2|2|1|2|1|2|2|1|2|1|1|3|2|3|6|1|1|1|340|340|0|1590|340|0|0|0|0|0|300|580|710|230|0|300|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|300|0|0|230|350|0|0|40|0|0|190|480|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|325|325|0|1115|325|0|0|0|0|0|150|350|615|135|0|285|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|150|0|0|175|175|0|0|40|0|0|95|480|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|1|1|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
